,Price,Open,High,Low,Vol.,Change %
2020-02-02,1584.9,1575.6,1592.3,1572.0,2.47,-0.001
2020-02-03,1579.5,1594.6,1595.1,1570.5,1.6,-0.0034000000000000002
2020-02-04,1552.7,1579.5,1580.7,1550.0,1.88,-0.017
2020-02-05,1560.1,1553.2,1563.2,1548.4,1.52,0.0048
2020-02-06,1567.2,1556.8,1568.9,1553.5,1.48,0.0046
2020-02-07,1570.6,1567.6,1574.6,1560.7,1.01,0.0022
2020-02-08,1570.6,1567.6,1574.6,1560.7,1.01,0.0022
2020-02-09,1570.6,1567.6,1574.6,1560.7,1.01,0.0022
2020-02-10,1576.6,1573.0,1577.3,1569.1,0.46,0.0038
2020-02-11,1567.2,1573.0,1574.5,1562.6,0.86,-0.006
2020-02-12,1568.8,1567.9,1570.3,1561.6,0.83,0.001
2020-02-13,1576.3,1566.8,1578.8,1566.6,1.3,0.0048
2020-02-14,1583.8,1577.5,1585.3,1573.6,0.69,0.0048
2020-02-15,1583.8,1577.5,1585.3,1573.6,0.69,0.0048
2020-02-16,1583.8,1577.5,1585.3,1573.6,0.69,0.0048
2020-02-17,1603.6,1585.1,1608.2,1581.8,414.24,0.0125
2020-02-18,1601.0,1581.2,1605.3,1579.2,2.68,-0.0016
2020-02-19,1608.8,1601.8,1612.9,1600.0,2.21,0.0049
2020-02-20,1617.4,1610.9,1622.8,1603.8,2.79,0.0053
2020-02-21,1645.1,1620.4,1648.1,1618.6,2.32,0.0171
2020-02-22,1645.1,1620.4,1648.1,1618.6,2.32,0.0171
2020-02-23,1645.1,1620.4,1648.1,1618.6,2.32,0.0171
2020-02-24,1673.5,1651.0,1687.3,1651.0,2.81,0.0173
2020-02-25,1647.0,1662.0,1662.3,1625.0,2.65,-0.0158
2020-02-26,1640.4,1636.4,1652.4,1624.4,1.99,-0.004
2020-02-27,1642.5,1643.0,1662.5,1636.7,573.29,0.0013
2020-02-28,1566.7,1646.1,1651.0,1564.0,745.84,-0.0461
2020-02-29,1566.7,1646.1,1651.0,1564.0,745.84,-0.0461
2020-03-01,1566.7,1646.1,1651.0,1564.0,745.84,-0.0461
2020-03-02,1594.8,1592.8,1612.1,1576.3,443.53,0.0179
2020-03-03,1644.4,1586.0,1650.5,1585.9,466.53,0.0311
2020-03-04,1643.0,1640.1,1654.3,1632.6,313.34,-0.0009
2020-03-05,1668.0,1638.2,1675.5,1635.6,363.0,0.0152
2020-03-06,1672.4,1673.1,1692.8,1642.4,659.63,0.0026
2020-03-07,1672.4,1673.1,1692.8,1642.4,659.63,0.0026
2020-03-08,1672.4,1673.1,1692.8,1642.4,659.63,0.0026
2020-03-09,1675.7,1692.6,1704.3,1658.0,504.16,0.002
2020-03-10,1660.3,1679.6,1681.3,1641.1,385.48,-0.0092
2020-03-11,1642.3,1649.3,1671.8,1632.4,404.35,-0.0108
2020-03-12,1590.3,1633.1,1651.0,1560.4,605.72,-0.0317
2020-03-13,1516.7,1582.7,1597.9,1504.0,551.05,-0.0463
2020-03-14,1516.7,1582.7,1597.9,1504.0,551.05,-0.0463
2020-03-15,1516.7,1582.7,1597.9,1504.0,551.05,-0.0463
2020-03-16,1486.5,1563.8,1574.8,1450.9,565.98,-0.0199
2020-03-17,1525.8,1512.8,1554.3,1465.6,434.51,0.0264
2020-03-18,1477.9,1527.6,1547.0,1473.3,435.19,-0.031400000000000004
2020-03-19,1479.3,1487.2,1502.8,1460.1,325.29,0.0009
2020-03-20,1484.6,1471.6,1519.4,1457.5,269.97,0.0036
2020-03-21,1484.6,1471.6,1519.4,1457.5,269.97,0.0036
2020-03-22,1484.6,1471.6,1519.4,1457.5,269.97,0.0036
2020-03-23,1567.6,1505.0,1569.3,1484.6,362.07,0.0559
2020-03-24,1660.8,1563.8,1698.0,1560.5,418.78,0.059500000000000004
2020-03-25,1633.4,1666.2,1699.3,1615.2,254.19,-0.0165
2020-03-26,1651.2,1642.5,1672.5,1611.0,215.97,0.0109
2020-03-27,1625.0,1640.4,1647.2,1611.4,100.64,-0.0159
2020-03-28,1625.0,1640.4,1647.2,1611.4,100.64,-0.0159
2020-03-29,1625.0,1640.4,1647.2,1611.4,100.64,-0.0159
2020-03-30,1637.1,1653.7,1667.4,1623.4,3.08,0.0074
2020-03-31,1589.3,1634.6,1634.6,1582.8,0.97,-0.0292
2020-04-01,1584.1,1581.7,1605.0,1574.8,0.35,-0.0033
2020-04-02,1630.7,1599.0,1635.8,1590.5,0.44,0.0294
2020-04-03,1637.6,1629.7,1642.0,1616.5,0.51,0.0042
2020-04-04,1637.6,1629.7,1642.0,1616.5,0.51,0.0042
2020-04-05,1637.6,1629.7,1642.0,1616.5,0.51,0.0042
2020-04-06,1684.0,1639.7,1705.5,1628.1,1.47,0.028300000000000002
2020-04-07,1672.6,1694.8,1731.8,1662.0,2.14,-0.0068000000000000005
2020-04-08,1674.1,1669.8,1685.0,1660.8,1.29,0.0009
2020-04-09,1739.9,1669.2,1739.7,1666.5,1.88,0.0393
2020-04-10,1739.9,1669.2,1739.7,1666.5,1.88,0.0393
2020-04-11,1739.9,1669.2,1739.7,1666.5,1.88,0.0393
2020-04-12,1739.9,1669.2,1739.7,1666.5,1.88,0.0393
2020-04-13,1749.8,1729.5,1760.6,1711.8,1.61,0.005699999999999999
2020-04-14,1759.1,1752.7,1778.2,1737.7,1.16,0.0053
2020-04-15,1729.6,1746.6,1747.7,1722.4,1.08,-0.0168
2020-04-16,1722.7,1732.2,1756.4,1718.0,1.02,-0.004
2020-04-17,1690.8,1722.9,1725.7,1683.5,1.83,-0.018500000000000003
2020-04-18,1690.8,1722.9,1725.7,1683.5,1.83,-0.018500000000000003
2020-04-19,1690.8,1722.9,1725.7,1683.5,1.83,-0.018500000000000003
2020-04-20,1703.4,1685.0,1710.0,1677.6,0.62,0.0075
