,Price,Open,High,Low,Vol.,Change %
2017-05-07,1230.4,1232.6,1238.8,1229.8,25.27,-0.0013
2017-05-08,1230.6,1227.9,1240.2,1225.5,19.47,0.0002
2017-05-09,1219.6,1229.7,1232.1,1217.8,21.49,-0.0089
2017-05-10,1222.4,1225.3,1229.0,1221.0,17.23,0.0023
2017-05-11,1227.7,1221.9,1231.2,1221.2,55.14,0.0043
2017-05-12,1231.1,1228.5,1235.1,1227.9,22.14,0.0028000000000000004
2017-05-13,1231.1,1228.5,1235.1,1227.9,22.14,0.0028000000000000004
2017-05-14,1231.1,1228.5,1235.1,1227.9,22.14,0.0028000000000000004
2017-05-15,1233.4,1231.3,1240.6,1230.3,9.8,0.0019
2017-05-16,1239.7,1234.4,1242.4,1233.6,19.19,0.0051
2017-05-17,1262.0,1240.1,1264.7,1240.0,24.73,0.018000000000000002
2017-05-18,1256.1,1264.5,1268.3,1249.1,25.73,-0.004699999999999999
2017-05-19,1256.8,1249.9,1259.5,1249.5,24.0,0.0006
2017-05-20,1256.8,1249.9,1259.5,1249.5,24.0,0.0006
2017-05-21,1256.8,1249.9,1259.5,1249.5,24.0,0.0006
2017-05-22,1264.8,1260.0,1265.8,1254.8,45.56,0.0064
2017-05-23,1258.9,1263.2,1267.1,1254.0,54.13,-0.004699999999999999
2017-05-24,1256.5,1253.8,1262.2,1250.9,48.74,-0.0019
2017-05-25,1259.8,1261.6,1262.8,1256.9,63.17,0.0026
2017-05-26,1271.4,1258.6,1272.7,1256.2,159.0,0.0092
2017-05-27,1271.4,1258.6,1272.7,1256.2,159.0,0.0092
2017-05-28,1271.4,1258.6,1272.7,1256.2,159.0,0.0092
2017-05-29,1265.7,1271.2,1273.4,1261.8,286.21,-0.0045000000000000005
2017-05-30,1269.3,1273.7,1276.8,1265.5,5.46,0.0028000000000000004
2017-05-31,1279.0,1268.5,1280.0,1266.0,1.32,0.0076
2017-06-01,1273.6,1274.8,1275.2,1267.5,0.75,-0.0042
2017-06-02,1283.8,1272.2,1285.3,1265.3,2.53,0.008
2017-06-03,1283.8,1272.2,1285.3,1265.3,2.53,0.008
2017-06-04,1283.8,1272.2,1285.3,1265.3,2.53,0.008
2017-06-05,1286.3,1286.0,1289.3,1284.0,0.52,0.0019
2017-06-06,1301.1,1286.4,1302.1,1286.3,2.62,0.0115
2017-06-07,1293.2,1297.0,1297.6,1285.0,218.85,-0.0060999999999999995
2017-06-08,1279.5,1289.5,1291.5,1273.5,257.44,-0.0106
2017-06-09,1271.4,1283.5,1284.6,1266.7,219.21,-0.0063
2017-06-10,1271.4,1283.5,1284.6,1266.7,219.21,-0.0063
2017-06-11,1271.4,1283.5,1284.6,1266.7,219.21,-0.0063
2017-06-12,1268.9,1269.7,1272.4,1265.6,173.01,-0.002
2017-06-13,1268.6,1267.7,1271.0,1260.5,175.6,-0.0002
2017-06-14,1275.9,1268.4,1284.2,1259.0,348.34,0.0058
2017-06-15,1254.6,1262.7,1268.5,1252.7,255.15,-0.0167
2017-06-16,1256.5,1255.6,1258.6,1253.2,149.11,0.0015
2017-06-17,1256.5,1255.6,1258.6,1253.2,149.11,0.0015
2017-06-18,1256.5,1255.6,1258.6,1253.2,149.11,0.0015
2017-06-19,1246.7,1255.8,1257.3,1244.3,179.65,-0.0078000000000000005
2017-06-20,1243.5,1245.4,1249.4,1242.4,185.39,-0.0026
2017-06-21,1245.8,1243.9,1248.8,1241.7,170.46,0.0018
2017-06-22,1249.4,1246.4,1256.0,1246.4,187.39,0.0029
2017-06-23,1256.4,1250.9,1260.0,1250.6,162.67,0.005600000000000001
2017-06-24,1256.4,1250.9,1260.0,1250.6,162.67,0.005600000000000001
2017-06-25,1256.4,1250.9,1260.0,1250.6,162.67,0.005600000000000001
2017-06-26,1246.4,1258.1,1259.0,1236.5,227.47,-0.008
2017-06-27,1246.9,1245.2,1253.8,1241.8,213.42,0.0004
2017-06-28,1249.1,1247.3,1255.7,1246.7,195.07,0.0018
2017-06-29,1247.6,1253.9,1256.5,1243.5,1.21,-0.0012
2017-06-30,1244.1,1245.0,1245.0,1242.7,0.45,-0.0028000000000000004
2017-07-01,1244.1,1245.0,1245.0,1242.7,0.45,-0.0028000000000000004
2017-07-02,1244.1,1245.0,1245.0,1242.7,0.45,-0.0028000000000000004
2017-07-03,1221.0,1244.4,1244.4,1220.2,0.24,-0.018600000000000002
2017-07-04,1221.7,1220.1,1228.4,1216.5,366.77,0.0006
2017-07-05,1223.4,1223.0,1230.0,1218.3,0.37,0.0014000000000000002
2017-07-06,1225.0,1228.0,1229.0,1224.2,0.14,0.0013
2017-07-07,1211.4,1221.7,1228.9,1209.8,0.51,-0.0111
2017-07-08,1211.4,1221.7,1228.9,1209.8,0.51,-0.0111
2017-07-09,1211.4,1221.7,1228.9,1209.8,0.51,-0.0111
2017-07-10,1214.9,1212.6,1216.0,1205.9,0.39,0.0029
2017-07-11,1216.4,1214.3,1218.2,1209.6,0.28,0.0012
2017-07-12,1220.8,1218.7,1226.0,1215.8,0.28,0.0036
2017-07-13,1218.9,1219.8,1224.6,1217.4,0.32,-0.0016
2017-07-14,1229.1,1218.4,1234.0,1216.8,0.34,0.0084
2017-07-15,1229.1,1218.4,1234.0,1216.8,0.34,0.0084
2017-07-16,1229.1,1218.4,1234.0,1216.8,0.34,0.0084
2017-07-17,1235.3,1230.6,1236.8,1230.6,0.61,0.005
2017-07-18,1243.4,1235.5,1245.1,1234.8,0.87,0.0066
2017-07-19,1243.4,1243.4,1244.4,1237.5,0.35,0.0
2017-07-20,1246.8,1242.1,1248.2,1236.0,0.46,0.0027
2017-07-21,1256.0,1245.0,1256.3,1244.4,0.33,0.0074
2017-07-22,1256.0,1245.0,1256.3,1244.4,0.33,0.0074
2017-07-23,1256.0,1245.0,1256.3,1244.4,0.33,0.0074
2017-07-24,1255.6,1256.0,1259.6,1253.1,1.2,-0.0003
2017-07-25,1253.5,1256.1,1259.0,1250.4,1.23,-0.0017000000000000001
2017-07-26,1250.8,1250.7,1264.7,1244.8,1.51,-0.0022
2017-07-27,1261.5,1261.3,1266.2,1255.5,2.51,0.0086
2017-07-28,1271.9,1261.9,1273.7,1260.3,20.06,0.008199999999999999
2017-07-29,1271.9,1261.9,1273.7,1260.3,20.06,0.008199999999999999
2017-07-30,1271.9,1261.9,1273.7,1260.3,20.06,0.008199999999999999
2017-07-31,1270.1,1273.0,1273.9,1268.4,5.01,-0.0014000000000000002
2017-08-01,1276.1,1272.4,1276.9,1265.2,14.03,0.004699999999999999
2017-08-02,1275.1,1271.7,1275.6,1265.8,4.28,-0.0008
2017-08-03,1271.1,1269.0,1273.7,1259.7,6.86,-0.0031
2017-08-04,1261.3,1272.0,1273.0,1256.9,9.06,-0.0077
2017-08-05,1261.3,1272.0,1273.0,1256.9,9.06,-0.0077
2017-08-06,1261.3,1272.0,1273.0,1256.9,9.06,-0.0077
2017-08-07,1261.4,1261.4,1262.4,1258.1,1.43,0.0001
2017-08-08,1262.6,1262.9,1271.0,1257.1,247.54,0.001
2017-08-09,1279.3,1266.1,1284.7,1265.9,290.97,0.0132
2017-08-10,1290.1,1283.2,1293.8,1280.3,269.83,0.0084
2017-08-11,1294.0,1292.5,1298.1,1286.7,265.33,0.003
2017-08-12,1294.0,1292.5,1298.1,1286.7,265.33,0.003
2017-08-13,1294.0,1292.5,1298.1,1286.7,265.33,0.003
2017-08-14,1290.4,1296.4,1296.4,1284.2,238.07,-0.0028000000000000004
2017-08-15,1279.7,1287.0,1287.7,1272.7,287.56,-0.0083
2017-08-16,1282.9,1276.9,1289.5,1273.2,273.2,0.0025
2017-08-17,1292.4,1290.0,1296.0,1286.4,329.84,0.0074
2017-08-18,1291.6,1293.8,1306.9,1289.1,396.54,-0.0006
2017-08-19,1291.6,1293.8,1306.9,1289.1,396.54,-0.0006
2017-08-20,1291.6,1293.8,1306.9,1289.1,396.54,-0.0006
2017-08-21,1296.7,1289.1,1299.7,1286.2,261.48,0.0039000000000000003
2017-08-22,1291.0,1297.1,1298.1,1287.0,268.99,-0.0044
2017-08-23,1294.7,1290.4,1297.0,1287.9,235.69,0.0029
2017-08-24,1292.0,1296.0,1296.8,1289.3,246.72,-0.0021
2017-08-25,1297.9,1291.3,1301.4,1281.3,358.61,0.0046
2017-08-26,1297.9,1291.3,1301.4,1281.3,358.61,0.0046
2017-08-27,1297.9,1291.3,1301.4,1281.3,358.61,0.0046
2017-08-28,1315.3,1297.6,1317.8,1297.0,321.81,0.0134
2017-08-29,1318.9,1320.5,1331.9,1310.6,460.45,0.0027
2017-08-30,1314.1,1314.8,1319.3,1310.1,312.01,-0.0036
2017-08-31,1322.2,1314.1,1329.0,1302.3,376.31,0.0062
2017-09-01,1330.4,1326.9,1334.5,1321.4,368.17,0.0062
2017-09-02,1330.4,1326.9,1334.5,1321.4,368.17,0.0062
2017-09-03,1330.4,1326.9,1334.5,1321.4,368.17,0.0062
2017-09-04,1344.5,1339.7,1349.7,1331.1,368.17,0.0106
2017-09-05,1344.5,1339.7,1349.7,1331.1,557.99,0.0
2017-09-06,1339.0,1345.0,1347.7,1336.4,309.35,-0.0040999999999999995
2017-09-07,1350.3,1339.0,1355.5,1337.2,363.78,0.0084
2017-09-08,1351.2,1354.0,1362.4,1347.1,386.65,0.0007000000000000001
2017-09-09,1351.2,1354.0,1362.4,1347.1,386.65,0.0007000000000000001
2017-09-10,1351.2,1354.0,1362.4,1347.1,386.65,0.0007000000000000001
2017-09-11,1335.7,1341.5,1344.6,1330.6,303.11,-0.0115
2017-09-12,1332.7,1331.7,1336.3,1326.7,287.75,-0.0022
2017-09-13,1328.0,1336.2,1340.5,1324.5,306.37,-0.0034999999999999996
2017-09-14,1329.3,1327.6,1334.9,1319.5,336.58,0.001
2017-09-15,1325.2,1333.7,1338.2,1323.0,320.51,-0.0031
2017-09-16,1325.2,1333.7,1338.2,1323.0,320.51,-0.0031
2017-09-17,1325.2,1333.7,1338.2,1323.0,320.51,-0.0031
2017-09-18,1310.8,1324.0,1324.0,1308.1,271.33,-0.0109
2017-09-19,1310.6,1310.5,1315.3,1308.7,275.31,-0.0002
2017-09-20,1316.4,1314.7,1319.8,1299.5,351.42,0.0044
2017-09-21,1294.8,1304.8,1305.0,1291.2,402.21,-0.016399999999999998
2017-09-22,1297.5,1294.1,1301.9,1294.1,264.47,0.0021
2017-09-23,1297.5,1294.1,1301.9,1294.1,264.47,0.0021
2017-09-24,1297.5,1294.1,1301.9,1294.1,264.47,0.0021
2017-09-25,1307.1,1296.8,1311.2,1288.0,12.53,0.0074
2017-09-26,1297.7,1309.6,1312.5,1291.6,20.05,-0.0072
2017-09-27,1284.1,1293.3,1295.0,1280.9,19.49,-0.0105
2017-09-28,1286.5,1284.0,1288.8,1279.4,0.74,0.0019
2017-09-29,1282.7,1287.5,1290.5,1279.8,0.91,-0.003
2017-09-30,1282.7,1287.5,1290.5,1279.8,0.91,-0.003
2017-10-01,1282.7,1287.5,1290.5,1279.8,0.91,-0.003
2017-10-02,1274.1,1278.0,1278.5,1271.9,0.9,-0.0067
2017-10-03,1273.1,1272.6,1275.5,1269.2,0.57,-0.0008
2017-10-04,1275.2,1272.6,1282.8,1271.7,0.82,0.0016
2017-10-05,1271.4,1274.8,1279.7,1266.8,0.9,-0.003
2017-10-06,1273.1,1269.3,1276.7,1261.3,0.47,0.0013
2017-10-07,1273.1,1269.3,1276.7,1261.3,0.47,0.0013
2017-10-08,1273.1,1269.3,1276.7,1261.3,0.47,0.0013
2017-10-09,1283.2,1276.3,1285.7,1276.3,0.21,0.0079
2017-10-10,1292.1,1284.9,1294.5,1283.2,0.44,0.0069
2017-10-11,1287.3,1288.5,1294.1,1285.5,0.75,-0.0037
2017-10-12,1294.7,1292.8,1297.9,1290.6,0.52,0.005699999999999999
2017-10-13,1302.9,1294.7,1304.1,1292.1,0.53,0.0063
2017-10-14,1302.9,1294.7,1304.1,1292.1,0.53,0.0063
2017-10-15,1302.9,1294.7,1304.1,1292.1,0.53,0.0063
2017-10-16,1301.2,1303.9,1306.2,1291.9,0.78,-0.0013
2017-10-17,1284.4,1296.0,1296.0,1282.3,0.78,-0.0129
2017-10-18,1281.2,1285.0,1288.5,1277.5,0.49,-0.0025
2017-10-19,1288.1,1280.4,1289.7,1277.0,0.51,0.0054
2017-10-20,1278.6,1290.0,1290.6,1278.3,0.56,-0.0074
2017-10-21,1278.6,1290.0,1290.6,1278.3,0.56,-0.0074
2017-10-22,1278.6,1290.0,1290.6,1278.3,0.56,-0.0074
2017-10-23,1278.8,1277.0,1282.2,1272.3,1.15,0.0002
2017-10-24,1275.8,1280.7,1282.2,1272.7,0.45,-0.0023
2017-10-25,1276.3,1275.9,1277.9,1269.6,0.57,0.0004
2017-10-26,1266.8,1276.6,1280.5,1264.2,0.27,-0.0074
2017-10-27,1268.2,1264.4,1270.2,1261.8,0.57,0.0011
2017-10-28,1268.2,1264.4,1270.2,1261.8,0.57,0.0011
2017-10-29,1268.2,1264.4,1270.2,1261.8,0.57,0.0011
2017-10-30,1277.7,1274.3,1279.9,1269.8,260.08,0.0075
2017-10-31,1270.5,1277.6,1279.1,1268.3,272.51,-0.005600000000000001
2017-11-01,1277.3,1271.8,1281.9,1268.5,384.64,0.0054
2017-11-02,1278.1,1275.2,1285.1,1274.0,380.14,0.0006
2017-11-03,1269.2,1277.5,1281.2,1265.9,373.41,-0.006999999999999999
2017-11-04,1269.2,1277.5,1281.2,1265.9,373.41,-0.006999999999999999
2017-11-05,1269.2,1277.5,1281.2,1265.9,373.41,-0.006999999999999999
2017-11-06,1281.6,1270.7,1283.9,1266.4,354.77,0.0098
2017-11-07,1275.8,1282.6,1282.8,1272.3,337.27,-0.0045000000000000005
2017-11-08,1283.7,1276.4,1288.1,1276.1,358.13,0.0062
2017-11-09,1287.5,1282.1,1289.5,1280.5,394.18,0.003
2017-11-10,1274.2,1286.0,1287.7,1273.6,354.58,-0.0103
2017-11-11,1274.2,1286.0,1287.7,1273.6,354.58,-0.0103
2017-11-12,1274.2,1286.0,1287.7,1273.6,354.58,-0.0103
2017-11-13,1278.9,1275.3,1279.9,1274.4,220.91,0.0037
2017-11-14,1282.9,1278.9,1283.8,1269.7,355.2,0.0031
2017-11-15,1277.7,1280.7,1290.0,1276.5,433.65,-0.0040999999999999995
2017-11-16,1278.2,1278.0,1281.8,1274.9,274.43,0.0004
2017-11-17,1296.5,1278.8,1297.5,1278.1,387.02,0.0143
2017-11-18,1296.5,1278.8,1297.5,1278.1,387.02,0.0143
2017-11-19,1296.5,1278.8,1297.5,1278.1,387.02,0.0143
2017-11-20,1275.3,1294.1,1295.1,1274.1,425.16,-0.016399999999999998
2017-11-21,1281.7,1276.6,1284.5,1275.8,330.15,0.005
2017-11-22,1292.2,1280.6,1294.6,1278.6,390.31,0.008199999999999999
2017-11-23,1287.3,1291.9,1293.3,1285.1,347.03,-0.0038
2017-11-24,1287.3,1291.9,1293.3,1285.1,347.03,0.0
2017-11-25,1287.3,1291.9,1293.3,1285.1,347.03,0.0
2017-11-26,1287.3,1291.9,1293.3,1285.1,347.03,0.0
2017-11-27,1294.4,1288.0,1299.0,1286.2,321.35,0.0055000000000000005
2017-11-28,1294.9,1293.9,1297.0,1290.1,275.44,0.0004
2017-11-29,1283.7,1294.4,1297.3,1282.8,1.84,-0.0086
2017-11-30,1274.8,1284.5,1286.0,1271.3,1.61,-0.0069
2017-12-01,1280.2,1276.0,1290.0,1272.7,2.52,0.0042
2017-12-02,1280.2,1276.0,1290.0,1272.7,2.52,0.0042
2017-12-03,1280.2,1276.0,1290.0,1272.7,2.52,0.0042
2017-12-04,1275.5,1278.9,1278.9,1271.5,1.15,-0.0037
2017-12-05,1263.0,1277.0,1277.7,1261.4,1.39,-0.0098
2017-12-06,1264.3,1266.3,1269.7,1263.5,0.57,0.001
2017-12-07,1251.4,1263.9,1263.9,1244.5,1.01,-0.0102
2017-12-08,1246.5,1247.4,1252.0,1243.1,0.63,-0.0039000000000000003
2017-12-09,1246.5,1247.4,1252.0,1243.1,0.63,-0.0039000000000000003
2017-12-10,1246.5,1247.4,1252.0,1243.1,0.63,-0.0039000000000000003
2017-12-11,1245.1,1248.7,1251.4,1240.7,0.49,-0.0011
2017-12-12,1239.8,1241.9,1245.6,1236.5,0.8,-0.0043
2017-12-13,1246.9,1244.0,1257.5,1240.8,1.0,0.005699999999999999
2017-12-14,1255.3,1255.6,1259.7,1251.1,0.54,0.0067
2017-12-15,1255.8,1254.4,1262.4,1254.0,0.87,0.0004
2017-12-16,1255.8,1254.4,1262.4,1254.0,0.87,0.0004
2017-12-17,1255.8,1254.4,1262.4,1254.0,0.87,0.0004
2017-12-18,1263.7,1254.9,1265.2,1254.9,0.28,0.0063
2017-12-19,1262.4,1262.3,1266.5,1260.8,0.58,-0.001
2017-12-20,1267.8,1263.1,1269.4,1262.9,0.43,0.0043
2017-12-21,1268.8,1267.7,1270.5,1265.5,0.39,0.0008
2017-12-22,1277.0,1268.1,1278.5,1267.3,0.5,0.006500000000000001
2017-12-23,1277.0,1268.1,1278.5,1267.3,0.5,0.006500000000000001
2017-12-24,1277.0,1268.1,1278.5,1267.3,0.5,0.006500000000000001
2017-12-25,1277.0,1268.1,1278.5,1267.3,0.5,0.006500000000000001
2017-12-26,1285.5,1276.2,1286.1,1276.2,0.38,0.0067
2017-12-27,1288.3,1285.0,1290.0,1283.7,0.46,0.0022
2017-12-28,1297.2,1292.0,1297.3,1290.5,225.66,0.0069
2017-12-29,1309.3,1297.5,1309.8,1296.1,241.27,0.009300000000000001
2017-12-30,1309.3,1297.5,1309.8,1296.1,241.27,0.009300000000000001
2017-12-31,1309.3,1297.5,1309.8,1296.1,241.27,0.009300000000000001
2018-01-01,1309.3,1297.5,1309.8,1296.1,241.27,0.009300000000000001
2018-01-02,1316.1,1305.3,1320.4,1304.6,279.73,0.0052
2018-01-03,1318.5,1319.0,1323.0,1308.9,353.46,0.0018
2018-01-04,1321.6,1315.5,1327.3,1307.1,369.85,0.0024
2018-01-05,1322.3,1324.4,1324.7,1314.6,330.23,0.0005
2018-01-06,1322.3,1324.4,1324.7,1314.6,330.23,0.0005
2018-01-07,1322.3,1324.4,1324.7,1314.6,330.23,0.0005
2018-01-08,1320.4,1321.8,1323.0,1315.7,246.09,-0.0014000000000000002
2018-01-09,1313.7,1321.2,1321.4,1309.5,333.53,-0.0051
2018-01-10,1319.3,1313.3,1328.6,1308.9,391.66,0.0043
2018-01-11,1322.5,1317.5,1324.7,1316.1,264.3,0.0024
2018-01-12,1334.9,1323.6,1340.0,1320.8,365.2,0.009399999999999999
2018-01-13,1334.9,1323.6,1340.0,1320.8,365.2,0.009399999999999999
2018-01-14,1334.9,1323.6,1340.0,1320.8,365.2,0.009399999999999999
2018-01-15,1337.1,1337.3,1345.0,1332.1,499.76,0.0016
2018-01-16,1337.1,1337.3,1345.0,1332.1,499.76,0.0
2018-01-17,1339.2,1339.0,1344.5,1326.6,365.87,0.0016
2018-01-18,1327.2,1327.4,1333.3,1324.3,312.11,-0.009000000000000001
2018-01-19,1333.1,1327.0,1338.2,1326.6,275.3,0.0044
2018-01-20,1333.1,1327.0,1338.2,1326.6,275.3,0.0044
2018-01-21,1333.1,1327.0,1338.2,1326.6,275.3,0.0044
2018-01-22,1331.9,1334.0,1335.8,1328.0,337.48,-0.0009
2018-01-23,1336.7,1333.0,1341.5,1330.7,370.17,0.0036
2018-01-24,1356.3,1341.4,1361.6,1339.1,505.63,0.0147
2018-01-25,1362.9,1357.0,1365.4,1341.0,537.66,0.0049
2018-01-26,1352.1,1346.4,1356.0,1343.7,341.96,-0.0079
2018-01-27,1352.1,1346.4,1356.0,1343.7,341.96,-0.0079
2018-01-28,1352.1,1346.4,1356.0,1343.7,341.96,-0.0079
2018-01-29,1340.3,1349.0,1351.4,1336.1,280.55,-0.0087
2018-01-30,1337.2,1341.7,1349.5,1334.7,1.88,-0.0023
2018-01-31,1340.4,1337.7,1348.0,1333.0,1.25,0.0024
2018-02-01,1345.0,1344.7,1351.3,1337.8,1.29,0.0034000000000000002
2018-02-02,1334.6,1348.3,1350.1,1327.3,2.12,-0.0077
2018-02-03,1334.6,1348.3,1350.1,1327.3,2.12,-0.0077
2018-02-04,1334.6,1348.3,1350.1,1327.3,2.12,-0.0077
2018-02-05,1333.8,1332.7,1341.5,1329.2,0.87,-0.0006
2018-02-06,1326.9,1339.2,1346.2,1321.1,1.48,-0.0052
2018-02-07,1312.2,1324.8,1332.2,1311.2,1.57,-0.0111
2018-02-08,1316.5,1318.1,1321.6,1307.1,1.59,0.0033
2018-02-09,1313.3,1319.6,1321.9,1310.9,0.96,-0.0024
2018-02-10,1313.3,1319.6,1321.9,1310.9,0.96,-0.0024
2018-02-11,1313.3,1319.6,1321.9,1310.9,0.96,-0.0024
2018-02-12,1324.0,1316.2,1326.1,1316.1,0.75,0.008100000000000001
2018-02-13,1328.0,1323.0,1330.5,1321.6,0.51,0.003
2018-02-14,1355.6,1330.1,1356.0,1317.5,1.29,0.0208
2018-02-15,1352.9,1350.5,1357.0,1348.6,0.76,-0.002
2018-02-16,1353.7,1353.7,1361.2,1345.4,0.63,0.0006
2018-02-17,1353.7,1353.7,1361.2,1345.4,0.63,0.0006
2018-02-18,1353.7,1353.7,1361.2,1345.4,0.63,0.0006
2018-02-19,1331.2,1350.2,1354.0,1330.6,374.05,-0.0166
2018-02-20,1328.9,1349.6,1350.8,1328.7,1.09,-0.0017000000000000001
2018-02-21,1329.8,1329.6,1335.9,1322.2,1.08,0.0007000000000000001
2018-02-22,1330.4,1324.4,1331.4,1320.4,0.92,0.0005
2018-02-23,1327.9,1330.9,1330.9,1325.8,0.4,-0.0019
2018-02-24,1327.9,1330.9,1330.9,1325.8,0.4,-0.0019
2018-02-25,1327.9,1330.9,1330.9,1325.8,0.4,-0.0019
2018-02-26,1330.3,1327.7,1339.9,1326.7,0.65,0.0018
2018-02-27,1318.6,1334.7,1338.4,1314.4,334.72,-0.0088
2018-02-28,1317.9,1318.9,1323.7,1316.7,263.8,-0.0005
2018-03-01,1305.2,1319.3,1322.3,1303.6,421.74,-0.0096
2018-03-02,1323.4,1318.0,1326.6,1316.2,264.39,0.0139
2018-03-03,1323.4,1318.0,1326.6,1316.2,264.39,0.0139
2018-03-04,1323.4,1318.0,1326.6,1316.2,264.39,0.0139
2018-03-05,1319.9,1324.9,1328.9,1318.3,221.22,-0.0026
2018-03-06,1335.2,1321.0,1339.9,1320.8,285.92,0.0116
2018-03-07,1327.6,1339.5,1342.0,1323.0,305.08,-0.005699999999999999
2018-03-08,1321.7,1326.2,1329.8,1319.6,252.83,-0.0044
2018-03-09,1324.0,1322.7,1325.9,1313.2,345.32,0.0017000000000000001
2018-03-10,1324.0,1322.7,1325.9,1313.2,345.32,0.0017000000000000001
2018-03-11,1324.0,1322.7,1325.9,1313.2,345.32,0.0017000000000000001
2018-03-12,1320.8,1324.1,1325.0,1315.3,220.36,-0.0024
2018-03-13,1327.1,1323.3,1328.8,1313.8,330.26,0.0048
2018-03-14,1325.6,1326.7,1330.5,1321.7,252.58,-0.0011
2018-03-15,1317.8,1324.7,1328.1,1314.9,257.89,-0.0059
2018-03-16,1312.3,1316.8,1321.8,1309.5,289.6,-0.0042
2018-03-17,1312.3,1316.8,1321.8,1309.5,289.6,-0.0042
2018-03-18,1312.3,1316.8,1321.8,1309.5,289.6,-0.0042
2018-03-19,1317.8,1312.9,1319.6,1307.4,300.47,0.0042
2018-03-20,1311.9,1316.5,1318.1,1306.6,292.33,-0.0045000000000000005
2018-03-21,1321.5,1310.6,1336.9,1309.5,470.29,0.0073
2018-03-22,1327.4,1332.0,1335.0,1324.6,358.56,0.0045000000000000005
2018-03-23,1349.9,1329.0,1350.4,1328.9,454.13,0.017
2018-03-24,1349.9,1329.0,1350.4,1328.9,454.13,0.017
2018-03-25,1349.9,1329.0,1350.4,1328.9,454.13,0.017
2018-03-26,1355.0,1347.0,1356.0,1343.4,346.05,0.0038
2018-03-27,1342.0,1353.6,1356.8,1339.6,290.89,-0.0096
2018-03-28,1326.9,1347.3,1348.8,1325.0,2.83,-0.0113
2018-03-29,1324.3,1325.8,1329.2,1322.4,1.3,-0.002
2018-03-30,1324.3,1325.8,1329.2,1322.4,1.3,-0.002
2018-03-31,1324.3,1325.8,1329.2,1322.4,1.3,-0.002
2018-04-01,1324.3,1325.8,1329.2,1322.4,1.3,-0.002
2018-04-02,1343.9,1326.6,1345.5,1326.4,0.89,0.0148
2018-04-03,1334.2,1341.5,1343.2,1329.7,0.7,-0.0072
2018-04-04,1337.1,1333.0,1348.7,1332.9,1.23,0.0022
2018-04-05,1325.5,1333.6,1335.2,1323.0,0.59,-0.0087
2018-04-06,1333.1,1327.9,1335.9,1319.8,0.64,0.005699999999999999
2018-04-07,1333.1,1327.9,1335.9,1319.8,0.64,0.005699999999999999
2018-04-08,1333.1,1327.9,1335.9,1319.8,0.64,0.005699999999999999
2018-04-09,1337.1,1335.1,1338.3,1327.6,0.55,0.003
2018-04-10,1342.9,1336.9,1342.7,1331.3,0.39,0.0043
2018-04-11,1356.9,1339.6,1365.8,1339.6,1.78,0.0104
2018-04-12,1338.7,1353.0,1353.3,1333.6,0.9,-0.0134
2018-04-13,1344.7,1335.3,1346.3,1333.2,0.8,0.0045000000000000005
2018-04-14,1344.7,1335.3,1346.3,1333.2,0.8,0.0045000000000000005
2018-04-15,1344.7,1335.3,1346.3,1333.2,0.8,0.0045000000000000005
2018-04-16,1347.5,1346.5,1350.2,1339.8,0.32,0.0021
2018-04-17,1346.3,1347.5,1348.0,1337.4,0.4,-0.0009
2018-04-18,1350.2,1345.1,1355.2,1342.2,0.62,0.0029
2018-04-19,1345.4,1348.8,1354.0,1340.0,0.43,-0.0036
2018-04-20,1334.9,1344.6,1344.7,1333.8,0.31,-0.0078000000000000005
2018-04-21,1334.9,1344.6,1344.7,1333.8,0.31,-0.0078000000000000005
2018-04-22,1334.9,1344.6,1344.7,1333.8,0.31,-0.0078000000000000005
2018-04-23,1320.6,1331.1,1333.6,1320.7,0.42,-0.010700000000000001
2018-04-24,1329.7,1323.2,1330.7,1321.3,0.54,0.0069
2018-04-25,1319.5,1328.6,1329.9,1317.2,0.62,-0.0077
2018-04-26,1314.6,1320.7,1324.0,1314.6,0.57,-0.0037
2018-04-27,1323.4,1318.0,1326.4,1315.8,241.65,0.0067
2018-04-28,1323.4,1318.0,1326.4,1315.8,241.65,0.0067
2018-04-29,1323.4,1318.0,1326.4,1315.8,241.65,0.0067
2018-04-30,1319.2,1324.0,1325.9,1310.7,295.96,-0.0032
2018-05-01,1306.8,1316.0,1317.4,1302.3,283.43,-0.009399999999999999
2018-05-02,1305.6,1304.4,1314.9,1304.3,370.24,-0.0009
2018-05-03,1312.7,1305.5,1319.0,1305.2,306.72,0.0054
2018-05-04,1314.7,1312.8,1316.9,1308.5,308.48,0.0015
2018-05-05,1314.7,1312.8,1316.9,1308.5,308.48,0.0015
2018-05-06,1314.7,1312.8,1316.9,1308.5,308.48,0.0015
2018-05-07,1314.1,1316.3,1320.1,1310.6,235.29,-0.0005
2018-05-08,1313.7,1314.1,1318.5,1306.2,407.41,-0.0003
2018-05-09,1313.0,1315.3,1317.8,1304.2,384.04,-0.0005
2018-05-10,1322.3,1312.8,1323.4,1310.6,373.54,0.0070999999999999995
2018-05-11,1320.7,1321.8,1326.3,1317.0,263.47,-0.0012
2018-05-12,1320.7,1321.8,1326.3,1317.0,263.47,-0.0012
2018-05-13,1320.7,1321.8,1326.3,1317.0,263.47,-0.0012
2018-05-14,1318.2,1318.3,1322.4,1312.8,241.23,-0.0019
2018-05-15,1290.3,1313.2,1314.7,1288.2,485.2,-0.0212
